label,message,num_characters,num_words,num_sentences
ham,sindu got job in birla soft,27,6,1
ham,neva tell me how i noe im not at home in da aft wat,51,14,1
ham,k k pa had your lunch aha,25,7,1
ham,ok take ur time n enjoy ur dinner,33,8,1
spam,urgent we are trying to contact u todays draw shows that you have won a  prize guaranteed call  from land line claim  valid hrs only,132,25,1
ham,all sounds good fingers  makes it difficult to type,51,9,1
ham,i walked an hour  c u doesnt that show i care y wont u believe im serious,73,17,1
ham,s min to go for lunch,21,6,1
ham,what type of stuff do you sing,30,7,1
ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon,151,29,1
ham,happy birthday may all ur dreams come true,42,8,1
ham,yes that will be fine love you be safe,38,9,1
ham,yes last  practice,18,3,1
ham,oh did you charge camera,24,5,1
ham,deep sigh  i miss you   i am really surprised you havent gone to the net cafe yet to get to me  dont you miss me,112,25,1
ham,yesterday its with me only  now am going home,45,9,1
ham,honey boo im missing u,22,5,1
ham,idk im sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like im a failure in everything nobody wants me and now i feel like im failing you,178,37,1
ham,go to write msg  put on dictionary mode cover the screen with hand press  ltgt  gently remove ur hand its interesting,117,21,1
ham,but im on a diet and i ate  too many slices of pizza yesterday ugh im always on a diet,86,20,1
spam,please call  immediately as there is an urgent message waiting for you,70,12,1
ham,oh you got many responsibilities,32,5,1
ham,in da car park,14,4,1
ham,its wylie you in tampa or sarasota,34,7,1
ham,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,148,29,1
ham,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,102,22,1
ham,lmao but its so fun,19,5,1
ham,tell your friends what you plan to do on valentines day  lturlgt,64,12,1
ham,hey iouri gave me your number im wylie ryans friend,51,10,1
ham,wait  me in sch i finish ard,28,7,1
ham,wait  ltgt  min,15,3,1
ham,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out,96,16,1
ham,as per your request maangalyam alaipayuthe has been set as your callertune for all callers press  to copy your friends callertune,129,21,1
ham,all done all handed in celebrations in full swing yet,53,10,1
ham,if you have belive me come to my home,37,9,1
ham,my uncles in atlanta wish you guys a great semester,51,10,1
ham,did u find a sitter for kaitlyn i was sick and slept all day yesterday,70,15,1
spam,please call our customer service representative on freephone    between ampm as you have won a guaranteed  cash or  prize,121,19,1
ham,yup i shd haf ard  pages if i add figures  all got how many pages,65,15,1
ham,up to   wan come then come lor but i din c any stripes skirt,60,14,1
ham,good afternoon my boytoy how goes that walking here and there day  did you get that police abstract are you still out and about i wake and miss you babe,152,30,1
spam,free msg sorry a service you ordered from  could not be delivered as you do not have sufficient credit please top up to receive the service,139,26,1
ham,lol i have to take it member how i said my aunt flow didnt visit for  months its cause i developed ovarian cysts bc is the only way to shrink them,146,31,1
ham,dunno y u ask me,16,5,1
ham,sorry ill call later ok bye,27,6,1
ham,hello my boytoy  geeee i miss you already and i just woke up i wish you were here in bed with me cuddling me i love you,119,27,1
spam,xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl,138,19,1
ham,what you need you have a person to give na,42,10,1
ham,nooooooo im gonna be bored to death all day cable and internet outage,69,14,1
ham,i cant pick the phone right now pls send a message,50,11,1
ham,i am thinking of going down to reg for pract lessons flung my advance haha wat time u going,91,19,1
ham,i hope you know im still mad at you,35,9,1
ham,whore you are unbelievable,26,4,1
ham,the greatest test of courage on earth is to bear defeat without losing heartgn tc,81,15,1
ham,i will once i get home,22,6,1
ham,aight sorry i take ten years to shower whats the plan,53,11,1
ham,v nice off  sheffield tom  air my opinions on categories  b used  measure ethnicity in next census busy transcribing,116,19,1
ham,in which place i can get rooms cheap,36,8,1
ham,but i juz remembered i gotta bathe my dog today,47,11,1
ham,have you emigrated or something ok maybe  was a bit hopeful,59,11,1
ham,i had it alreadysabarish asked me to go,39,8,1
ham,lol i know theyre so dramatic schools already closed for tomorrow apparently we cant drive in the inch of snow were supposed to get,131,24,1
ham,ok no wahala just remember that a friend in need,48,10,1
ham,okay same with me well thanks for the clarification,51,9,1
ham,yeah i got a list with only u and joanna if im feeling really anti social,73,16,1
ham,yes i am a one woman man please tell me your likes and dislikes in bed,70,16,1
ham,you could have seen mei didt recognise you face,47,9,1
ham,i wan but too early lei me outside now wun b home so early neva mind then,73,17,1
spam,ur balance is now  next question complete the landmark big a bob b barry or c ben  text a b or c to  good luck,110,25,1
ham,i can ask around but theres not a lot in terms of mids up here,62,15,1
ham,good morning princess happy new year,36,6,1
ham,yup no need ill jus wait  e rain  stop,38,9,1
ham,coffee cake i guess,19,4,1
ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da,168,34,1
ham,k ill drinkpa then what doing i need srs model pls send it to my mail id pa,75,18,1
ham,sorry ill call later,20,4,1
ham,howz painhope u r fine,22,5,1
ham,ive got ten bucks jay is being noncomittal,42,8,1
spam,we tried to call you re your reply to our sms for a video mobile  mins unlimited text  free camcorder reply of call  now,120,24,1
ham,i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room,113,27,1
spam,sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to,109,21,1
ham,jay is snickering and tells me that x is totally fucking up the chords as we speak,82,17,1
ham,i only work from mon to thurs but sat i cant leh booked liao which other day u free,83,19,1
ham,also wheres the piece,21,4,1
spam,want to funk up ur fone with a weekly new tone reply tonesu  this text wwwringtonescouk the original n best tones gbp network operator rates apply,146,26,1
ham,not sure yet still trying to get a hold of him,46,11,1
ham,call me when youcarlos isare here my phones vibrate is acting up and i might not hear texts,91,18,1
ham,ok im gonna head up to usf in like fifteen minutes,50,12,1
ham,watching cartoon listening music amp at eve had to go temple amp church what about u,84,16,1
ham,k wen ur free come to my home and also tel vikky i hav sent mail to him also better come evening il be free today aftr pm,121,28,1
ham,the baskets gettin full so i might be by tonight,48,10,1
ham,haha awesome ive been to u a couple times who alls coming,57,12,1
spam,you are being contacted by our dating service by someone you know to find out who it is call from your mobile or landline  poboxldns,132,25,1
ham,then get some cash together and ill text jason,46,9,1
ham,thats one of the issues but california is okay no snow so its manageable,72,14,1
ham,en chikku nange bakra msg kalstiyathen had teacoffee,52,8,1
ham,jokin only lar  depends on which phone my father can get lor,60,12,1
ham,k will do addie amp i are doing some art so ill be here when you get home,73,18,1
spam,congrats nokia  video camera phone is your call  calls cost ppm ave call mins vary from mobiles  close  post bcm ldn wcnxx,122,22,1
ham,was it something u ate,22,5,1
ham,i am in a marriage function,27,6,1
ham,hmmm  and imagine after youve come home from that having to rub my feet make me dinner and help me get ready for my date  are you sure your ready for that kind of life,167,35,1
spam,bored of speed dating try speedchat txt speedchat to  if you dont like em txt swap and get a new chatter chat poboxwwq pmsg rcd,127,25,1
ham,nope juz off from work,22,5,1
ham,painful words i thought being happy was the most toughest thing on earth but the toughest is acting happy with all unspoken pain inside,135,24,1
ham,im on my way home went to change batt  my watch then go shop a bit lor,70,17,1
ham,hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss,444,90,1
ham,did i forget to tell you  i want you  i need you i crave you  but most of all  i love you my sweet arabian steed  mmmmmm  yummy,127,28,1
spam,freemsg month unlimited free calls activate smartcall txt call to no  subscriptngbpwk unlimited calls help  stoptxt stop landlineonly,133,18,1
